,time,VAR
565,2018-01-01 00:00:02.266392,171036.0
566,2018-01-01 00:00:02.270392,168289.0
567,2018-01-01 00:00:02.274392,162796.0
568,2018-01-01 00:00:02.278392,160050.0
569,2018-01-01 00:00:02.282392,155930.0
570,2018-01-01 00:00:02.286392,150437.0
571,2018-01-01 00:00:02.290392,149063.0
572,2018-01-01 00:00:02.294392,147690.0
573,2018-01-01 00:00:02.298392,147690.0
574,2018-01-01 00:00:02.302392,142197.0
575,2018-01-01 00:00:02.306392,140824.0
576,2018-01-01 00:00:02.310392,138077.0
577,2018-01-01 00:00:02.314392,133957.0
578,2018-01-01 00:00:02.318392,127091.0
579,2018-01-01 00:00:02.322392,124344.0
580,2018-01-01 00:00:02.326392,122971.0
581,2018-01-01 00:00:02.330392,124344.0
582,2018-01-01 00:00:02.334392,121598.0
583,2018-01-01 00:00:02.338392,122971.0
584,2018-01-01 00:00:02.342392,118851.0
585,2018-01-01 00:00:02.346392,113358.0
586,2018-01-01 00:00:02.350392,113358.0
587,2018-01-01 00:00:02.354392,113358.0
